published_doi,biorxiv_doi,published_doi,preprint_title,preprint_category,preprint_date,published_date,published_citation_count,days_to_publish,pub_prefix,pub_name,journal
10.1093/brain/awaa012,10.1101/676544,10.1093/brain/awaa012,Basal forebrain volume selectively and reliably predicts the cortical spread of Alzheimer’s degeneration,neuroscience,2019-06-20,2020-01-17,0,211.0,10.1093,Oxford University Press,Brain
10.1371/journal.pone.0225915,10.1101/843425,10.1371/journal.pone.0225915,Cerebrovascular reactivity assessment with O2-CO2 exchange ratio under brief breath hold challenge,neuroscience,2019-11-15,2020-03-24,0,130.0,10.1371,Public Library of Science,PLOS ONE
10.1523/jneurosci.1553-18.2020,10.1101/797159,10.1523/JNEUROSCI.1553-18.2020,Adaptive resetting of tuberoinfundibular dopamine (TIDA) network activity during lactation in mice,neuroscience,2019-10-08,2020-03-24,0,168.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.3389/fncel.2020.00069,10.1101/817957,10.3389/fncel.2020.00069,Altered motoneuron properties and spinal serotonin contribute to motor deficits in a rabbit hypoxia ischemia model of cerebral palsy,neuroscience,2019-11-07,2020-03-25,0,139.0,10.3389,Frontiers Media SA,Frontiers in Cellular Neuroscience
10.3389/fnhum.2020.00106,10.1101/436907,10.3389/fnhum.2020.00106,Establishing a causal role for medial prefrontal cortex in reality monitoring,neuroscience,2018-10-07,2020-03-25,0,535.0,10.3389,Frontiers Media SA,Frontiers in Human Neuroscience
10.1038/s41598-020-62392-2,10.1101/2020.01.14.905935,10.1038/s41598-020-62392-2,"From thoughtless awareness to effortful cognition: alpha - theta cross-frequency dynamics in experienced meditators during meditation, rest and arithmetic",neuroscience,2020-01-15,2020-03-25,0,70.0,10.1038,Nature Publishing Group,Scientific Reports
10.1038/s41598-020-61572-4,10.1101/606897,10.1038/s41598-020-61572-4,The Role of the Subthalamic Nucleus in Inhibitory Control of Oculomotor Behavior in Parkinson’s Disease,neuroscience,2019-04-13,2020-03-25,0,347.0,10.1038,Nature Publishing Group,Scientific Reports
10.1038/s41598-020-61961-9,10.1101/803429,10.1038/s41598-020-61961-9,Comparison of tuning properties of gamma and high-gamma power in local field potential (LFP) versus electrocorticogram (ECoG) in visual cortex,neuroscience,2019-10-15,2020-03-25,0,162.0,10.1038,Nature Publishing Group,Scientific Reports
10.1016/j.neuron.2020.03.002,10.1101/282012,10.1016/j.neuron.2020.03.002,Heterosynaptic Plasticity Normalizes Cortical Excitatory-Inhibitory Balance,neuroscience,2018-03-14,2020-03-25,0,742.0,10.1016,Elsevier,Neuron
10.1371/journal.pone.0221541,10.1101/732826,10.1371/journal.pone.0221541,Stimulus-specific adaptation to behaviorally-relevant sounds in awake rats,neuroscience,2019-08-12,2020-03-25,0,226.0,10.1371,Public Library of Science,PLOS ONE
10.1152/jn.00054.2020,10.1101/819938,10.1152/jn.00054.2020,Repetita iuvant: repetition facilitates online planning of sequential movements,neuroscience,2019-10-25,2020-03-25,0,152.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.1523/eneuro.0514-19.2020,10.1101/582874,10.1523/ENEURO.0514-19.2020,Time-to-target explains task-dependent modulation of temporal feedback gain evolution,neuroscience,2019-03-21,2020-03-25,0,370.0,10.1523,Society for Neuroscience,eneuro
10.1088/1741-2552/ab8344,10.1101/857946,10.1088/1741-2552/ab8344,Realistic Anatomically Detailed Open-Source Spinal Cord Stimulation (RADO-SCS) Model,neuroscience,2019-11-29,2020-03-25,0,117.0,10.1088,IOP Publishing,Journal of Neural Engineering
10.1002/hbm.24982,10.1101/628651,10.1002/hbm.24982,Multi-Scale Network Regression for Brain-Phenotype Associations,neuroscience,2019-05-05,2020-03-26,0,326.0,10.1002,Wiley Blackwell (John Wiley & Sons),Human Brain Mapping
10.1002/hbm.24964,10.1101/2020.01.15.905802,10.1002/hbm.24964,Impact of b-value on estimates of apparent fibre density,neuroscience,2020-01-15,2020-03-26,0,71.0,10.1002,Wiley Blackwell (John Wiley & Sons),Human Brain Mapping
10.1371/journal.pone.0224906,10.1101/819458,10.1371/journal.pone.0224906,Alcohol Effects on Globus Pallidus Connectivity: Role of Impulsivity and Binge Drinking,neuroscience,2019-10-25,2020-03-26,0,153.0,10.1371,Public Library of Science,PLOS ONE
10.1523/jneurosci.0075-20.2020,10.1101/2020.01.10.902205,10.1523/JNEUROSCI.0075-20.2020,An amygdalo-parabrachial pathway regulates pain perception and chronic pain,neuroscience,2020-01-11,2020-03-26,0,75.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1016/j.intell.2020.101448,10.1101/210500,10.1016/j.intell.2020.101448,The Association of Externalizing and Internalizing Problems with Indicators of Intelligence in a Sample of At-Risk Children,neuroscience,2017-10-28,2020-03-26,0,880.0,10.1016,Elsevier,Intelligence
10.1186/s12868-020-00560-w,10.1101/757500,10.1186/s12868-020-00560-w,Dopamine response gene pathways in dorsal striatum MSNs from a gene expression viewpoint: cAMP-mediated gene networks,neuroscience,2019-09-05,2020-03-26,0,203.0,10.1186,Springer (Biomed Central Ltd.),BMC Neuroscience
10.1093/cercor/bhaa048,10.1101/298927,10.1093/cercor/bhaa048,Multiple brain networks mediating stimulus-pain relationships in humans,neuroscience,2018-04-11,2020-02-19,0,679.0,10.1093,Oxford University Press,Cerebral Cortex
10.1093/cercor/bhaa058,10.1101/133801,10.1093/cercor/bhaa058,Integration And Differentiation Of Neural Information Dissociate Between Conscious Percepts,neuroscience,2017-05-03,2020-02-18,0,1021.0,10.1093,Oxford University Press,Cerebral Cortex
10.1038/s41598-020-62089-6,10.1101/646414,10.1038/s41598-020-62089-6,Action representation in the mouse parieto-frontal network,neuroscience,2019-05-24,2020-03-27,0,308.0,10.1038,Nature Publishing Group,Scientific Reports
10.7554/elife.54937,10.1101/2020.01.13.904185,10.7554/eLife.54937,A calibrated optogenetic toolbox of stable zebrafish opsin lines,neuroscience,2020-01-15,2020-03-27,0,72.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.7554/elife.53060,10.1101/424929,10.7554/eLife.53060,Optimization of Energy State Transition Trajectory Supports the Development of Executive Function During Youth,neuroscience,2018-09-23,2020-03-27,0,551.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1093/braincomms/fcaa034,10.1101/851055,10.1093/braincomms/fcaa034,Welcoming back my arm: Affective touch increases body ownership following right hemisphere stroke,neuroscience,2019-11-22,2020-03-28,0,127.0,10.1093,Oxford University Press,Brain Communications
10.1007/s00221-020-05768-0,10.1101/809780,10.1007/s00221-020-05768-0,Continuous force measurements reveal no inhibitory control deficits in Parkinson’s disease,neuroscience,2019-10-17,2020-03-28,0,163.0,10.1007,Springer-Verlag,Experimental Brain Research
10.1016/j.jid.2020.03.935,10.1101/727396,10.1016/j.jid.2020.03.935,Molecular signature of pruriceptive MrgprA3+ neurons,neuroscience,2019-08-06,2020-03-29,0,236.0,10.1016,Elsevier,Journal of Investigative Dermatology
10.1053/j.gastro.2020.03.050,10.1101/2020.03.01.968727,10.1053/j.gastro.2020.03.050,Intestinal Bacteria Maintain Adult Enteric Nervous System and Nitrinergic Neurons via Toll-like Receptor 2-induced Neurogenesis in Mice,neuroscience,2020-03-02,2020-03-29,0,27.0,10.1053,Elsevier - WB Saunders,Gastroenterology
10.7554/elife.53432,10.1101/834671,10.7554/eLife.53432,Theoretical relation between axon initial segment geometry and excitability,neuroscience,2019-11-08,2020-03-30,0,143.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.7554/elife.44516,10.1101/479089,10.7554/eLife.44516,Integrating prediction errors at two time scales permits rapid recalibration of speech sound categories,neuroscience,2018-11-29,2020-03-30,0,487.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1037/rev0000177,10.1101/541607,10.1037/rev0000177,Structured event memory: a neuro-symbolic model of event cognition,neuroscience,2019-02-05,2020-03-30,0,419.0,10.1037,American Psychological Association,Psychological Review
10.1371/journal.pcbi.1007748,10.1101/707471,10.1371/journal.pcbi.1007748,Uncoupling the roles of firing rates and spike bursts in shaping the GPe-STN beta band oscillations.,neuroscience,2019-07-18,2020-03-30,0,256.0,10.1371,Public Library of Science,PLOS Computational Biology
10.1167/tvst.9.4.26,10.1101/355925,10.1167/tvst.9.4.26,Hazard detection with monocular bioptic telescopes in a driving simulator,neuroscience,2018-06-27,2020-03-31,0,643.0,10.1167,Association for Research in Vision and Opthalmology,Translational Vision Science & Technology
10.1073/pnas.1918143117,10.1101/306225,10.1073/pnas.1918143117,Humans incorporate trial-to-trial working memory uncertainty into rewarded decisions,neuroscience,2018-04-23,2020-03-31,0,708.0,10.1073,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences
10.1093/scan/nsaa031,10.1101/815274,10.1093/scan/nsaa031,The influence of relationship closeness on default-mode network connectivity during social interactions,neuroscience,2019-10-22,2020-03-13,0,143.0,10.1093,Oxford University Press,Social Cognitive and Affective Neuroscience
10.1093/cercor/bhaa065,10.1101/702753,10.1093/cercor/bhaa065,Connectivity Gradient in the Human Left Inferior Frontal Gyrus: Intraoperative Cortico-Cortical Evoked Potential Study,neuroscience,2019-07-16,2020-02-25,0,224.0,10.1093,Oxford University Press,Cerebral Cortex
10.3389/frai.2020.00012,10.1101/660357,10.3389/frai.2020.00012,A frequency-domain machine learning method for dual-calibrated fMRI mapping of oxygen extraction fraction (OEF) and cerebral metabolic rate of oxygen consumption (CMRO2),neuroscience,2019-06-05,2020-03-31,0,300.0,10.3389,Frontiers Media SA,Frontiers in Artificial Intelligence
10.1016/j.neuroscience.2020.03.038,10.1101/846931,10.1016/j.neuroscience.2020.03.038,Unravelling the modulation of intracortical inhibition during motor imagery: An adaptive threshold-hunting study,neuroscience,2019-11-18,2020-03-28,0,131.0,10.1016,Elsevier,Neuroscience
10.1162/netn_a_00139,10.1101/500967,10.1162/netn_a_00139,Reconfigurations within resonating communities of brain regions following TMS reveal different scales of processing,neuroscience,2018-12-27,2020-03-31,0,460.0,10.1162,10.1162,Network Neuroscience
10.1162/netn_a_00138,10.1101/733725,10.1162/netn_a_00138,Estimation of Global and Local Complexities of Brain Networks: A Random Walks Approach,neuroscience,2019-08-13,2020-03-31,0,231.0,10.1162,10.1162,Network Neuroscience
10.1007/s10548-020-00764-7,10.1101/748756,10.1007/s10548-020-00764-7,Face Selective Neural Activity: comparison between fixed and free viewing,neuroscience,2019-08-28,2020-03-31,0,216.0,10.1007,Springer-Verlag,Brain Topography
10.1016/j.celrep.2020.03.012,10.1101/617258,10.1016/j.celrep.2020.03.012,Brain endothelial cells are exquisite sensors of age-related circulatory cues,neuroscience,2019-04-24,2020-03-31,0,342.0,10.1016,Elsevier,Cell Reports
10.1016/j.celrep.2020.02.076,10.1101/801076,10.1016/j.celrep.2020.02.076,FMRP Control of Ribosome Translocation Promotes Chromatin Modifications and Alternative Splicing of Neuronal Genes Linked to Autism,neuroscience,2019-10-10,2020-03-31,0,173.0,10.1016,Elsevier,Cell Reports
10.1016/j.pscychresns.2020.111066,10.1101/099697,10.1016/j.pscychresns.2020.111066,Glucocorticoids change neural decoding in the middle cingulate cortex accompanied by a reduction of subjective fear in patients with spider phobia,neuroscience,2017-01-11,2020-03-31,0,1175.0,10.1016,Elsevier,Psychiatry Research: Neuroimaging
10.1093/braincomms/fcaa035,10.1101/2019.12.22.884940,10.1093/braincomms/fcaa035,Visual self-motion cues are impaired in Parkinson's disease yet over-weighted during visual-vestibular integration,neuroscience,2019-12-23,2020-03-31,0,99.0,10.1093,Oxford University Press,Brain Communications
10.1167/19.10.50,10.1101/2020.03.30.015735,10.1167/19.10.50,Occipital Alpha-TMS causally modulates Temporal Order Judgements: Evidence for discrete temporal windows in vision,neuroscience,2020-03-31,2019-09-20,0,-193.0,10.1167,Association for Research in Vision and Opthalmology,Journal of Vision
10.1016/j.neuroscience.2020.03.034,10.1101/712596,10.1016/j.neuroscience.2020.03.034,In vivo characterization of neurophysiological diversity in the lateral supramammillary nucleus during hippocampal sharp-wave ripples of adult rats,neuroscience,2019-07-24,2020-03-25,0,245.0,10.1016,Elsevier,Neuroscience
10.1523/jneurosci.2646-19.2020,10.1101/792598,10.1523/JNEUROSCI.2646-19.2020,Reward-based improvements in motor control are driven by multiple error-reducing mechanisms,neuroscience,2019-10-04,2020-03-31,0,179.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1152/jn.00694.2019,10.1101/839084,10.1152/jn.00694.2019,Principles of tactile search over the body,neuroscience,2019-11-12,2020-04-01,0,141.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.1371/journal.pone.0228121,10.1101/2020.01.09.900050,10.1371/journal.pone.0228121,"Melanopsin Carboxy-terminus Phosphorylation Plasticity and Bulk Negative Charge, not Strict Site Specificity, Achieves Phototransduction Deactivation",neuroscience,2020-01-11,2020-04-01,0,81.0,10.1371,Public Library of Science,PLOS ONE
10.1038/s41562-020-0848-3,10.1101/473975,10.1038/s41562-020-0848-3,Hunger for Knowledge: How the Irresistible Lure of Curiosity is Generated in the Brain,neuroscience,2018-11-22,2020-03-30,0,494.0,10.1038,Nature Publishing Group,Nature Human Behaviour
10.1073/pnas.1918335117,10.1101/496877,10.1073/pnas.1918335117,Disentangling the origins of confidence in speeded perceptual judgments through multimodal imaging,neuroscience,2018-12-17,2020-04-01,0,471.0,10.1073,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences
10.1523/jneurosci.2936-19.2020,10.1101/768374,10.1523/JNEUROSCI.2936-19.2020,Striatal Nurr1 Facilitates the Dyskinetic State and Exacerbates Levodopa-Induced Dyskinesia in a Rat Model of Parkinson’s Disease,neuroscience,2019-09-28,2020-04-01,0,186.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1186/s12974-020-01763-y,10.1101/2020.01.08.898635,10.1186/s12974-020-01763-y,Vitamin B12 is neuroprotective in experimental pneumococcal meningitis through modulation of hippocampal DNA methylation,neuroscience,2020-01-09,2020-04-01,0,83.0,10.1186,Springer (Biomed Central Ltd.),Journal of Neuroinflammation
10.1530/joe-19-0375,10.1101/2020.02.19.955088,10.1530/JOE-19-0375,Ras-GRF1 in CRF Cells Controls the Early Adolescent Female Response to Repeated Stress,neuroscience,2020-02-19,2020-04-02,0,43.0,10.1530,10.1530,Journal of Endocrinology
10.1016/j.cub.2020.03.012,10.1101/2019.12.16.878553,10.1016/j.cub.2020.03.012,Dynamic representation of taste-related decisions in the gustatory insular cortex of mice,neuroscience,2019-12-18,2020-04-02,0,106.0,10.1016,Elsevier,Current Biology
10.1016/j.bpsc.2020.03.006,10.1101/822809,10.1016/j.bpsc.2020.03.006,The Longitudinal Assessment of Neuropsychiatric Symptoms in Mild Cognitive Impairment and Alzheimer’s disease and their Association with White Matter Hyperintensities in the National Alzheimer’s Coordinating Center’s Uniform Data Set,neuroscience,2019-10-29,2020-04-02,0,156.0,10.1016,Elsevier,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging
10.1038/s42003-020-0861-0,10.1101/640201,10.1038/s42003-020-0861-0,Distinct sensorimotor feedback loops for dynamic and static control of primate precision grip,neuroscience,2019-05-17,2020-04-02,0,321.0,10.1038,Nature Publishing Group,Communications Biology
10.1371/journal.pone.0230510,10.1101/821330,10.1371/journal.pone.0230510,Effects of physiological parameter evolution on the dynamics of tonic-clonic seizures,neuroscience,2019-10-28,2020-04-02,0,157.0,10.1371,Public Library of Science,PLOS ONE
10.1371/journal.pone.0225874,10.1101/844704,10.1371/journal.pone.0225874,The adoptive transfer of BCG-induced T lymphocytes contributes to hippocampal cell proliferation and tempers anxiety-like behavior in immune deficient mice,neuroscience,2019-11-15,2020-04-02,0,139.0,10.1371,Public Library of Science,PLOS ONE
10.1371/journal.pone.0227464,10.1101/2019.12.20.884254,10.1371/journal.pone.0227464,PolyQ-independent toxicity associated with novel translational products from CAG repeat expansions,neuroscience,2019-12-20,2020-04-02,0,104.0,10.1371,Public Library of Science,PLOS ONE
10.1371/journal.pone.0226789,10.1101/869735,10.1371/journal.pone.0226789,Quantifying exploration in reward-based motor learning,neuroscience,2019-12-09,2020-04-02,0,115.0,10.1371,Public Library of Science,PLOS ONE
10.1016/j.neuropharm.2020.108067,10.1101/860890,10.1016/j.neuropharm.2020.108067,The vagus nerve is necessary for the rapid and widespread neuronal activation in the brain following oral administration of psychoactive bacteria,neuroscience,2019-12-02,2020-03-26,0,115.0,10.1016,Elsevier,Neuropharmacology
10.1038/s41467-020-15442-2,10.1101/800284,10.1038/s41467-020-15442-2,Functional brain network reconfiguration during learning in a dynamic environment,neuroscience,2019-10-10,2020-04-03,0,176.0,10.1038,Nature Publishing Group,Nature Communications
10.1038/s41593-020-0608-8,10.1101/708206,10.1038/s41593-020-0608-8,Machine translation of cortical activity to text with an encoder-decoder framework,neuroscience,2019-07-22,2020-03-30,0,252.0,10.1038,Nature Publishing Group,Nature Neuroscience
10.1038/s41467-020-15443-1,10.1101/715847,10.1038/s41467-020-15443-1,Superior colliculus modulates cortical coding of somatosensory information,neuroscience,2019-07-26,2020-04-03,0,252.0,10.1038,Nature Publishing Group,Nature Communications
10.1038/s41598-020-62719-z,10.1101/607069,10.1038/s41598-020-62719-z,Machine learning predicts human prospective decision making,neuroscience,2019-04-12,2020-04-03,0,357.0,10.1038,Nature Publishing Group,Scientific Reports
10.7554/elife.51698,10.1101/752030,10.7554/eLife.51698,KIT ligand protects against both light-induced and genetic photoreceptor degeneration,neuroscience,2019-09-01,2020-04-03,0,215.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1016/j.pbb.2020.172913,10.1101/2020.03.04.976308,10.1016/j.pbb.2020.172913,"Cortical and raphe GABAA, AMPA receptors and glial GLT-1 glutamate transporter contribute to the sustained antidepressant activity of ketamine",neuroscience,2020-03-05,2020-03-20,0,15.0,10.1016,Elsevier,Pharmacology Biochemistry and Behavior
10.1016/j.nlm.2020.107225,10.1101/670257,10.1016/j.nlm.2020.107225,Seven-year-olds’ recollection of non-adjacent dependencies after overnight retention,neuroscience,2019-06-14,2020-04-03,0,294.0,10.1016,Elsevier,Neurobiology of Learning and Memory
10.7554/elife.54285,10.1101/836536,10.7554/eLife.54285,TorsinB overexpression prevents abnormal twisting in DYT1 dystonia mouse models,neuroscience,2019-11-11,2020-03-23,0,133.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1038/s41593-019-0439-7,10.1101/333559,10.1038/s41593-019-0439-7,Weber’s law is the result of exact temporal accumulation of evidence,neuroscience,2018-05-30,2019-08-12,0,439.0,10.1038,Nature Publishing Group,Nature Neuroscience
10.1038/s41598-020-59199-6,10.1101/709360,10.1038/s41598-020-59199-6,Ocular dynamics reveal articulatory processing at single-phoneme level during silent reading,neuroscience,2019-07-22,2020-03-02,0,224.0,10.1038,Nature Publishing Group,Scientific Reports
10.1523/jneurosci.3025-19.2020,10.1101/807115,10.1523/JNEUROSCI.3025-19.2020,A model to study NMDA receptors in early nervous system development,neuroscience,2019-10-16,2020-04-03,0,170.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1523/jneurosci.3055-19.2020,10.1101/2019.12.27.889568,10.1523/JNEUROSCI.3055-19.2020,Type I interferons act directly on nociceptors to produce pain sensitization: Implications for viral infection-induced pain,neuroscience,2019-12-28,2020-04-03,0,97.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1093/cercor/bhaa023,10.1101/517599,10.1093/cercor/bhaa023,A Domain-general Cognitive Core defined in Multimodally Parcellated Human Cortex,neuroscience,2019-01-10,2020-01-22,0,377.0,10.1093,Oxford University Press,Cerebral Cortex
10.1093/scan/nsaa045,10.1101/811935,10.1093/scan/nsaa045,Pattern similarity and connectivity of hippocampal-neocortical regions support empathy for pain,neuroscience,2019-10-21,2020-04-01,0,163.0,10.1093,Oxford University Press,Social Cognitive and Affective Neuroscience
10.1016/j.isci.2020.101033,10.1101/750562,10.1016/j.isci.2020.101033,Neural circuit mechanism underlying the feeding controlled by insula-central amygdala pathway,neuroscience,2019-08-30,2020-04-05,0,219.0,10.1016,Elsevier,iScience
10.1093/texcom/tgaa009,10.1101/613323,10.1093/texcom/tgaa009,Action kinematics as an organising principle in the cortical control of human hand movement,neuroscience,2019-04-18,2020-04-06,0,354.0,10.1093,Oxford University Press,Cerebral Cortex Communications
10.1523/jneurosci.2539-19.2020,10.1101/604702,10.1523/JNEUROSCI.2539-19.2020,Sustained visual priming effects can emerge from attentional oscillation and temporal expectation,neuroscience,2019-04-10,2020-04-06,0,362.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1523/jneurosci.2378-19.2020,10.1101/382127,10.1523/JNEUROSCI.2378-19.2020,"Carbon monoxide, a retrograde messenger generated in post-synaptic mushroom body neurons evokes local dopamine release",neuroscience,2018-08-01,2020-04-06,0,614.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1523/jneurosci.2680-19.2020,10.1101/863928,10.1523/JNEUROSCI.2680-19.2020,Uncharacteristic task-evoked pupillary responses implicate atypical locus coeruleus activity in autism,neuroscience,2019-12-03,2020-04-06,0,125.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1098/rstb.2019.0637,10.1101/2020.01.17.909804,10.1098/rstb.2019.0637,Integration of New Information in Memory: New Insights from a Complementary Learning Systems Perspective,neuroscience,2020-01-19,2020-04-05,0,77.0,10.1098,The Royal Society,Philosophical Transactions of the Royal Society B: Biological Sciences
10.1186/s13041-020-00597-2,10.1101/697631,10.1186/s13041-020-00597-2,Pre- and post-synaptic roles for DCC in memory consolidation in the adult mouse hippocampus.,neuroscience,2019-07-12,2020-04-07,0,270.0,10.1186,Springer (Biomed Central Ltd.),Molecular Brain
10.1038/s41467-020-15537-w,10.1101/671875,10.1038/s41467-020-15537-w,TrkB-expressing paraventricular hypothalamic neurons suppress appetite through multiple neurocircuits,neuroscience,2019-06-14,2020-04-07,0,298.0,10.1038,Nature Publishing Group,Nature Communications
10.7554/elife.53191,10.1101/825349,10.7554/eLife.53191,Preparation for upcoming attentional states in the hippocampus and medial prefrontal cortex,neuroscience,2019-10-31,2020-04-07,0,159.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1016/j.jneumeth.2020.108701,10.1101/470252,10.1016/j.jneumeth.2020.108701,Deep Residual Learning for Neuroimaging: An application to Predict Progression to Alzheimer’s Disease,neuroscience,2018-11-15,2020-04-08,0,510.0,10.1016,Elsevier,Journal of Neuroscience Methods
10.1016/j.neuroimage.2020.116785,10.1101/747204,10.1016/j.neuroimage.2020.116785,Global Effects of Feature-based Attention Depend on Surprise,neuroscience,2019-09-09,2020-04-08,0,212.0,10.1016,Elsevier,NeuroImage
10.1016/j.neuroimage.2020.116800,10.1101/602979,10.1016/j.neuroimage.2020.116800,"Towards HCP-Style Macaque Connectomes: 24-Channel 3T Multi-Array Coil, MRI Sequences and Preprocessing",neuroscience,2019-04-09,2020-04-08,0,365.0,10.1016,Elsevier,NeuroImage
10.1038/s41467-020-15534-z,10.1101/732115,10.1038/s41467-020-15534-z,Spatiotemporal refinement of signal flow through association cortex during learning,neuroscience,2019-08-12,2020-04-08,0,240.0,10.1038,Nature Publishing Group,Nature Communications
10.1016/j.neuron.2020.03.011,10.1101/772376,10.1016/j.neuron.2020.03.011,Transcriptional and Spatial Resolution of Cell Types in the Mammalian Habenula,neuroscience,2019-09-17,2020-04-08,0,204.0,10.1016,Elsevier,Neuron
10.1152/jn.00472.2019,10.1101/634758,10.1152/jn.00472.2019,When 90% of the variance is not enough: residual EMG from muscle synergy extraction influences task performance,neuroscience,2019-05-13,2020-04-08,0,331.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.1152/jn.00049.2020,10.1101/706317,10.1152/jn.00049.2020,Reaching around obstacles accounts for uncertainty in coordinate transformations,neuroscience,2019-07-24,2020-04-08,0,259.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.1523/jneurosci.2387-19.2020,10.1101/794628,10.1523/JNEUROSCI.2387-19.2020,Venlafaxine stimulates an MMP-9-dependent increase in excitatory/inhibitory balance in a stress model of depression,neuroscience,2019-10-07,2020-04-08,0,184.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1172/jci.insight.131093,10.1101/721241,10.1172/jci.insight.131093,Human endogenous retrovirus HERV-K(HML-2) RNA causes neurodegeneration through Toll-like receptors,neuroscience,2019-08-01,2020-04-08,0,251.0,10.1172,American Society for Clinical Investigation,JCI Insight
10.1007/s00221-020-05802-1,10.1101/2020.01.12.903419,10.1007/s00221-020-05802-1,Reward-driven enhancements in motor control are robust to TMS manipulation,neuroscience,2020-01-14,2020-04-09,0,86.0,10.1007,Springer-Verlag,Experimental Brain Research
10.1016/j.brs.2020.03.017,10.1101/613133,10.1016/j.brs.2020.03.017,"Neural Selectivity, Efficiency, and Dose Equivalence in Deep Brain Stimulation through Pulse Width Tuning and Segmented Electrodes.",neuroscience,2019-04-18,2020-04-09,0,357.0,10.1016,Elsevier,Brain Stimulation
10.1172/jci.insight.135112,10.1101/847459,10.1172/jci.insight.135112,In vivo directed evolution of AAV in the primate retina,neuroscience,2019-11-20,2020-04-09,0,141.0,10.1172,American Society for Clinical Investigation,JCI Insight
10.1242/dev.190520,10.1101/2019.12.27.889170,10.1242/dev.190520,microRNA profiling of mouse cortical progenitors and neurons reveals miR-486-5p as a novel regulator of neurogenesis,neuroscience,2019-12-28,2020-04-09,0,103.0,10.1242,The Company of Biologists,Development
10.1523/jneurosci.2105-19.2020,10.1101/738583,10.1523/JNEUROSCI.2105-19.2020,Streaming of repeated noise in primary and secondary fields of auditory cortex,neuroscience,2019-08-19,2020-04-09,0,234.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1523/eneuro.0057-20.2020,10.1101/2020.02.03.931949,10.1523/ENEURO.0057-20.2020,Deficiency of complement component C1Q prevents cerebrovascular damage and white matter loss in a mouse model of chronic obesity,neuroscience,2020-02-03,2020-04-09,0,66.0,10.1523,Society for Neuroscience,eneuro
10.1109/jbhi.2019.2934230,10.1101/684779,10.1109/JBHI.2019.2934230,Towards a Better Estimation of Functional Brain Network for Mild Cognitive Impairment Identification: A Transfer Learning View,neuroscience,2019-06-27,2019-08-09,0,43.0,10.1109,Institute of Electrical and Electronics Engineers,IEEE Journal of Biomedical and Health Informatics
10.1016/j.neuroimage.2020.116806,10.1101/464248,10.1016/j.neuroimage.2020.116806,Functional anomaly mapping reveals local and distant dysfunction caused by brain lesions,neuroscience,2018-11-07,2020-04-10,0,520.0,10.1016,Elsevier,NeuroImage
10.1002/hipo.23205,10.1101/699439,10.1002/hipo.23205,Hippocampal-striatal functional connectivity supports processing of temporal expectations from associative memory,neuroscience,2019-07-11,2020-04-10,0,274.0,10.1002,Wiley Blackwell (John Wiley & Sons),Hippocampus
10.1016/j.neuroimage.2020.116836,10.1101/249029,10.1016/j.neuroimage.2020.116836,Higher performing older adults upregulate brain signal variability in response to feature-rich sensory input,neuroscience,2018-01-17,2020-04-10,0,814.0,10.1016,Elsevier,NeuroImage
10.1371/journal.pone.0223743,10.1101/787861,10.1371/journal.pone.0223743,"Hey, look over there: Distraction effects on rapid sequence recall",neuroscience,2019-09-30,2020-04-10,0,193.0,10.1371,Public Library of Science,PLOS ONE
10.1371/journal.pcbi.1007699,10.1101/589937,10.1371/journal.pcbi.1007699,Near-optimal combination of disparity across a log-polar scaled visual field,neuroscience,2019-03-26,2020-04-10,0,381.0,10.1371,Public Library of Science,PLOS Computational Biology
10.1371/journal.pbio.3000665,10.1101/700187,10.1371/journal.pbio.3000665,ORANGE: A CRISPR/Cas9-based genome editing toolbox for epitope tagging of endogenous proteins in neurons,neuroscience,2019-07-19,2020-04-10,0,266.0,10.1371,Public Library of Science,PLOS Biology
